Feature_ID,mz,RTmin,RT,RTmax,npeaks,sn,NIST_Full scan_1_POS.mzML
F3252,695.5095,5.1140,5.2310,5.4140,1.0000,7.0000,29850.8890
F3253,695.5650,14.0660,14.1160,14.1660,1.0000,4567.0000,13870.5515
F3254,695.5738,14.5330,14.6160,14.7000,1.0000,247744.0000,1254726.2564
F3255,695.6095,12.6830,12.7660,12.8330,1.0000,15.0000,36414.8315
F3256,695.6845,12.3820,12.4490,12.5160,1.0000,86382.0000,273596.7095
F3257,695.7069,13.2330,13.2830,13.3830,1.0000,24.0000,11721.4016
F3258,695.7210,12.8830,12.9490,13.0160,1.0000,55.0000,38534.8648
F3259,696.2561,6.1810,6.2480,6.2980,1.0000,8.0000,8064.8527
F3260,696.2571,3.7640,3.8140,3.8800,1.0000,29.0000,9295.5690
F3261,696.4357,18.8840,18.9670,18.9840,1.0000,2838.0000,14974.7505
F3262,696.4365,18.4510,18.5010,18.5510,1.0000,3154.0000,13719.0141
F3263,696.4385,16.0000,16.1920,16.1670,2.0000,5741.0000,47476.5009
F3264,696.4383,15.5500,15.7000,15.9830,1.0000,5365.0000,115169.2796
F3265,696.4380,17.0000,17.8340,18.3340,1.0000,5912.0000,314833.9238
F3266,696.4380,18.7170,18.7170,18.8840,2.0000,3012.0000,25783.6470
F3267,696.5773,14.5330,14.6160,14.7000,1.0000,495.0000,654188.6329
F3268,696.6501,11.8820,11.9990,12.0660,1.0000,14.0000,164694.9319
F3269,696.6859,12.3660,12.4490,12.5330,1.0000,22.0000,73878.5044
F3270,696.6958,12.5330,12.5830,12.6660,1.0000,14149.0000,45221.5162
F3271,696.7210,12.9160,12.9490,12.9990,1.0000,3498.0000,9620.0614
F3272,696.9576,0.7130,0.7800,0.8460,1.0000,370.0000,146958.0857
F3273,697.2568,6.1810,6.2640,6.3310,1.0000,8.0000,9154.5225
F3274,697.5026,11.6660,11.6990,11.7490,1.0000,4865.0000,12118.0060
F3275,697.5250,5.9310,6.0140,6.0980,1.0000,74.0000,233501.8668
F3276,697.5759,9.7480,9.7980,9.8320,1.0000,1889.0000,6722.0456
F3277,697.5803,14.5330,14.6160,14.7000,1.0000,71.0000,177514.1283
F3278,697.5894,15.0160,15.1000,15.1660,1.0000,133.0000,209976.1493
F3279,697.6108,12.2820,12.3320,12.3990,1.0000,10.0000,40215.6764
F3280,697.6241,12.8990,12.9830,13.0830,1.0000,37386.0000,200157.1503
F3281,697.6524,11.9660,12.0160,12.0820,1.0000,6.0000,47003.4199
F3282,697.6994,12.4990,12.5830,12.6490,1.0000,40.0000,27050.3327
F3283,697.9608,0.7130,0.7800,0.8460,1.0000,104.0000,25407.8069
F3284,698.2197,11.4990,11.5490,11.5990,1.0000,34.0000,6954.5147
F3285,698.2542,12.0820,12.1820,12.2820,1.0000,40.0000,29025.6934
F3286,698.2555,5.7640,6.2480,6.5310,1.0000,7.0000,11141.9847
F3287,698.2549,11.8320,11.8660,11.9320,1.0000,355.0000,71873.6417
F3288,698.5286,5.9140,5.9970,6.0980,1.0000,40.0000,107831.6314
F3289,698.5567,5.5140,5.5640,5.6310,1.0000,3685.0000,17153.8661
F3290,698.5556,7.1640,7.2140,7.2980,1.0000,8.0000,22723.0776
F3291,698.5847,14.5500,14.6160,14.7000,1.0000,19.0000,35449.7204
F3292,698.5926,15.0160,15.1000,15.1830,1.0000,37.0000,110544.8041
F3293,698.6270,12.8990,12.9830,13.0660,1.0000,27.0000,117421.9904
F3294,698.6656,12.3320,12.4490,12.4820,1.0000,10.0000,18827.4115
F3295,698.7177,12.6990,12.7660,12.8330,1.0000,42.0000,15372.3652
F3296,699.2557,11.8320,12.0320,11.9320,2.0000,138.0000,44814.9900
F3297,699.5332,5.7970,6.0310,6.3810,1.0000,10.0000,46645.5368
F3298,699.5513,6.5640,6.6480,6.7310,1.0000,44.0000,289513.6318
F3299,699.5961,12.6490,12.8240,12.7830,2.0000,19.0000,388652.3791
F3300,699.6649,12.0990,12.4820,12.6330,1.0000,7.0000,13488.3474
F3301,700.2340,6.7810,6.8640,6.9480,1.0000,177.0000,316175.0875
F3302,700.2546,11.8320,11.8660,11.9320,1.0000,37.0000,35805.5571
F3303,700.5279,9.4650,9.5820,9.6820,1.0000,41071.0000,329689.1600
F3304,700.5499,3.5300,3.5640,3.6140,1.0000,6.0000,13212.1773
F3305,700.5554,6.5810,6.6480,6.7310,1.0000,17.0000,133507.2832
F3306,700.5640,5.7140,5.7640,5.8470,1.0000,12.0000,22870.8612
F3307,700.5712,7.5310,7.6480,7.7480,1.0000,18735.0000,128270.1336
F3308,700.5988,12.6490,12.8240,12.7830,2.0000,17.0000,108805.1199
F3309,700.6262,13.5830,13.7240,13.7160,2.0000,39.0000,98914.2553
F3310,700.6530,12.8990,12.9490,12.9830,1.0000,6996.0000,22089.2392
F3311,700.9277,0.7460,0.7800,0.8630,1.0000,55.0000,17255.7779
F3312,701.2350,6.7810,6.8640,6.9480,1.0000,164.0000,209940.2483
F3313,701.4101,9.8980,9.9650,10.0150,1.0000,16.0000,50614.7543
F3314,701.5318,9.4480,9.5820,9.7150,1.0000,74.0000,147804.9461
F3315,701.5591,6.5980,6.6640,6.7640,1.0000,19.0000,122056.6858
F3316,701.5599,6.1470,6.2310,6.3140,1.0000,1394.0000,6289984.6673
F3317,701.5717,11.8820,11.9320,11.9990,1.0000,5.0000,23318.5021
F3318,701.5739,7.5480,7.6310,7.7480,1.0000,23.0000,63396.4027
F3319,701.6004,12.6490,12.8240,12.7830,2.0000,13.0000,49096.8970
F3320,701.6296,13.7160,13.7830,13.8500,1.0000,20.0000,46629.4521
F3321,701.6303,13.5830,13.6490,13.7160,1.0000,37.0000,69914.7266
F3322,701.6566,12.8990,12.9490,12.9830,1.0000,3425.0000,11587.1978
F3323,702.2150,4.3140,4.3800,4.4470,1.0000,11155.0000,15234465.4777
F3324,702.2329,6.7810,6.8640,6.9480,1.0000,116.0000,159116.0874
F3325,702.4162,9.8320,10.0150,10.2650,1.0000,16.0000,49657.9600
F3326,702.4180,11.9820,12.0990,12.1320,1.0000,7.0000,13815.3902
F3327,702.5360,17.7000,17.9500,18.1010,1.0000,22.0000,951857.6958
F3328,702.5385,11.2820,11.3490,11.4320,1.0000,31.0000,557470.5570
F3329,702.5479,6.3810,6.4140,6.5310,1.0000,17.0000,278957.8964
F3330,702.5625,6.1470,6.2310,6.3140,1.0000,482858.0000,2710171.6642
F3331,702.6289,13.5990,13.7080,13.6990,2.0000,19.0000,22824.4717
F3332,702.6583,12.5830,12.6490,12.6990,1.0000,10.0000,14505.2234
F3333,702.6691,13.0330,13.0990,13.1490,1.0000,7.0000,10453.9916
F3334,703.2155,4.3140,4.3800,4.4470,1.0000,7759.0000,9711424.5563
F3335,703.2331,6.7810,6.8640,6.9480,1.0000,76.0000,75197.7613
F3336,703.4142,9.9150,9.9820,10.0820,1.0000,7.0000,14503.2475
F3337,703.5648,6.1470,6.2310,6.3140,1.0000,116503.0000,645989.4474
F3338,703.5739,7.0140,7.0980,7.2480,1.0000,19.0000,1407980.9423
F3339,703.5783,7.2480,7.3480,7.4310,1.0000,2773.0000,64036786.5146
F3340,703.6283,13.4830,13.6490,13.7160,1.0000,9.0000,11198.1093
F3341,703.6627,12.5830,12.6660,12.7160,1.0000,8.0000,11152.5086
F3342,703.7067,5.6470,5.7810,5.8470,1.0000,16.0000,35948.1194
F3343,703.7069,6.0470,6.1470,6.2140,1.0000,14.0000,34152.4711
F3344,703.7073,6.2480,6.2980,6.3480,1.0000,8.0000,15666.7088
F3345,704.1930,3.2970,3.3470,3.3970,1.0000,23.0000,10147.8087
F3346,704.2138,4.3140,4.3800,4.4470,1.0000,6352.0000,7583974.2769
F3347,704.2313,6.7980,6.8810,6.9640,1.0000,7583.0000,35619.8159
F3348,704.5219,13.2990,13.3490,13.4160,1.0000,27.0000,80734.7924
F3349,704.5231,12.3990,12.4410,12.7490,2.0000,12322.0000,199399.0243
F3350,704.5239,11.5490,11.9320,12.2490,1.0000,11692.0000,376830.4544
F3351,704.5235,17.9340,17.9840,18.0670,1.0000,22.0000,56743.7268
F3352,704.5225,6.1470,6.2310,6.3640,1.0000,12.0000,291806.1593
F3353,704.5638,6.1640,6.2310,6.2980,1.0000,22445.0000,119276.1172
F3354,704.5772,7.0310,7.1140,7.2640,1.0000,28.0000,1179566.5218
F3355,704.5797,7.2640,7.3480,7.4310,1.0000,4566.0000,31231813.2301
F3356,704.6657,12.0160,12.0660,12.1320,1.0000,43235.0000,146323.0131
F3357,704.6877,12.7160,12.7490,12.7990,1.0000,10.0000,9144.3230
F3358,704.6928,12.8830,12.9160,12.9660,1.0000,16.0000,7216.1176
F3359,705.2135,4.3140,4.3800,4.4470,1.0000,4644.0000,3287278.4518
F3360,705.5258,6.1470,6.2310,6.3480,1.0000,10.0000,120165.1340
F3361,705.5816,7.2640,7.2230,7.4310,2.0000,15.0000,302449.9852
F3362,705.5809,13.5830,13.6490,13.7330,1.0000,9373.0000,49439.9302
F3363,705.5908,7.9310,8.0310,8.1150,1.0000,97.0000,2618558.2884
F3364,705.7185,11.9990,12.0660,12.0990,1.0000,11.0000,22177.6972
F3365,705.7225,12.2660,12.3320,12.3990,1.0000,14.0000,39574.8594
F3366,706.2120,4.3140,4.3800,4.4470,1.0000,2317.0000,1424196.2062
F3367,706.5048,4.4140,4.4970,4.5300,1.0000,5.0000,7016.8902
F3368,706.5116,16.5500,16.6000,16.6340,1.0000,2037.0000,7659.9083
F3369,706.5389,7.2810,7.3650,7.5150,1.0000,595.0000,2145212.5748
F3370,706.5739,9.4980,9.6150,9.6820,1.0000,19.0000,44652.1330
F3371,706.5819,7.2640,7.3480,7.4310,1.0000,153.0000,1343552.7257
F3372,706.5853,13.5830,13.6490,13.7160,1.0000,22.0000,24026.9243
F3373,706.5939,7.9310,8.0310,8.1150,1.0000,665.0000,1156054.5305
F3374,706.6708,12.0320,12.0660,12.1160,1.0000,7580.0000,20953.6711
F3375,706.6820,12.2320,12.2990,12.4160,1.0000,419.0000,950917.9297
F3376,706.7176,12.6490,12.6830,12.7330,1.0000,5.0000,11218.2891
F3377,706.7208,12.0160,12.0660,12.1490,1.0000,11.0000,14117.3267
F3378,707.2108,4.3140,4.3800,4.4470,1.0000,1003.0000,471960.0365
F3379,707.4905,0.7130,0.7800,0.8460,1.0000,46.0000,23841.6354
F3380,707.5429,7.2810,7.3650,7.5150,1.0000,336.0000,910780.8970
F3381,707.5759,9.5150,9.5820,9.6480,1.0000,20.0000,18208.0573
F3382,707.5844,13.6160,13.6830,13.7330,1.0000,8.0000,8524.5305
F3383,707.5965,7.9310,8.0310,8.1150,1.0000,151.0000,275661.2161
F3384,707.5969,12.0160,12.1820,12.2990,1.0000,6.0000,29339.2312
F3385,707.6856,12.2320,12.2990,12.4160,1.0000,271.0000,452949.6283
F3386,708.2087,4.3140,4.3800,4.4470,1.0000,295.0000,161672.0054
F3387,708.4893,7.5980,7.6480,7.6810,1.0000,1901.0000,5935.7269
F3388,708.5106,9.9150,10.0150,10.1490,1.0000,31.0000,177820.4883
F3389,708.5451,7.2810,7.3650,7.4480,1.0000,107.0000,201424.6705
F3390,708.5993,7.9150,8.0310,8.0980,1.0000,37.0000,55007.0781
F3391,708.6141,12.3660,12.4490,12.5490,1.0000,12476.0000,71165.9079
F3392,708.6891,12.2160,12.2990,12.3990,1.0000,30.0000,140077.4342
F3393,708.6958,12.3660,12.4160,12.5490,1.0000,15.0000,143416.5783
F3394,708.6988,12.5490,12.6160,12.6830,1.0000,723.0000,2235424.9158
F3395,708.7217,13.4490,13.4990,13.5990,1.0000,15.0000,29422.6794
F3396,709.5313,14.0330,14.1160,14.1830,1.0000,153.0000,93392.9631
F3397,709.5513,7.2980,7.3650,7.4980,1.0000,23.0000,40233.3313
F3398,709.6190,12.3820,12.4490,12.5330,1.0000,10.0000,31505.9381
F3399,709.6936,12.7330,12.7830,12.8990,1.0000,8.0000,16504.2289
F3400,709.7012,12.5490,12.5160,12.6830,2.0000,680.0000,1097794.4484
F3401,709.7202,13.4660,13.5160,13.5660,1.0000,2510.0000,9766.9133
F3402,710.0721,0.7630,0.7960,0.8460,1.0000,8208.0000,20182.8536
F3403,710.1701,4.3470,4.3800,4.4300,1.0000,5195.0000,15282.6658
F3404,710.2724,3.7300,3.8140,3.8800,1.0000,196.0000,57508.7239
F3405,710.3585,3.3470,3.4800,3.5470,1.0000,21.0000,13585.1884
F3406,710.5200,16.3330,16.3830,16.4670,1.0000,5.0000,9141.9145
F3407,710.5344,14.0500,14.1160,14.1660,1.0000,68.0000,41609.4871
F3408,710.5969,9.6820,9.7320,9.7650,1.0000,5.0000,5457.3001
F3409,710.6294,12.5990,12.6830,12.7660,1.0000,42.0000,122846.8481
F3410,710.7046,12.5490,12.6160,12.6830,1.0000,104.0000,289148.8331
F3411,710.7112,12.8160,12.8660,12.9160,1.0000,13.0000,28228.7426
F3412,710.7128,12.6830,12.7490,12.8160,1.0000,71.0000,125046.7395
F3413,710.8235,0.7300,0.7800,0.8130,1.0000,7672.0000,19926.2249
F3414,711.2681,5.4310,5.5720,5.5470,2.0000,8.0000,23418.5543
F3415,711.2737,3.7300,3.8140,3.8800,1.0000,9348.0000,35964.5624
F3416,711.5080,3.8140,3.8470,3.8970,1.0000,7.0000,6618.5793
F3417,711.5381,13.6660,14.1000,14.3160,1.0000,19.0000,28176.4160
F3418,711.5405,6.3810,6.6310,6.8640,1.0000,63.0000,142007.1694
F3419,711.5475,14.5330,14.6160,14.7160,1.0000,431.0000,587141.6223
F3420,711.5676,12.6160,12.6990,12.7830,1.0000,32.0000,43074.5475
F3421,711.5939,4.4140,4.4800,4.5970,1.0000,5.0000,10198.6301
F3422,711.6321,17.4000,17.4500,17.4840,1.0000,1342.0000,4617.1980
F3423,711.6316,12.5830,12.6830,12.7490,1.0000,14.0000,65011.7170
F3424,711.7076,12.5490,12.6160,12.6830,1.0000,63.0000,55525.4555
F3425,712.2702,5.4140,5.4810,5.6810,1.0000,5986.0000,22535.2871
F3426,712.2738,3.7470,3.8140,3.8970,1.0000,49.0000,29204.0172
F3427,712.5376,14.0660,14.1160,14.1500,1.0000,6.0000,7935.8754
F3428,712.5443,6.5140,6.6140,6.7140,1.0000,60.0000,59544.1909
F3429,712.5514,14.5330,14.6160,14.7000,1.0000,212.0000,310599.4141
F3430,712.5740,12.6490,12.7160,12.8330,1.0000,13.0000,22977.1071
F3431,712.6155,8.5980,8.6310,8.6820,1.0000,1924.0000,6577.5425
F3432,712.6335,12.5660,12.6830,12.7660,1.0000,9.0000,27161.3040
F3433,712.6448,12.8830,12.9660,13.0330,1.0000,104.0000,153588.8261
F3434,712.6814,12.5490,12.6160,12.6990,1.0000,10.0000,27807.1984
F3435,712.6899,12.2490,12.2990,12.3490,1.0000,15.0000,10958.2267
F3436,712.9318,0.7300,0.7630,0.8130,1.0000,118.0000,27709.8441
F3437,713.2676,5.3470,5.4640,5.5310,1.0000,40.0000,13166.8449
F3438,713.3348,3.4470,3.4970,3.5640,1.0000,13.0000,7136.5968
F3439,713.5526,14.5160,14.6160,14.7160,1.0000,37.0000,131718.8892
F3440,713.5633,15.0160,15.1830,15.1830,2.0000,52.0000,94839.4238
F3441,713.5657,7.3810,7.4480,7.6980,1.0000,8.0000,58729.4846
F3442,713.5704,12.3820,12.4330,12.4820,1.0000,5.0000,15491.2282
F3443,713.5777,11.5990,11.6490,11.6820,1.0000,8.0000,10297.7825
F3444,713.6378,12.3660,12.4160,12.4660,1.0000,12.0000,26836.5548
F3445,713.6487,12.8830,12.9660,13.0330,1.0000,34.0000,74389.8714
F3446,713.6850,12.5490,12.6160,12.7160,1.0000,13.0000,12839.1498
F3447,714.2145,5.6140,5.6970,5.7640,1.0000,2598.0000,14840.5802
F3448,714.2656,5.5970,5.6810,5.7970,1.0000,16.0000,32533.8715
F3449,714.5511,14.5160,14.6160,14.7000,1.0000,7041.0000,46285.3554
F3450,714.5548,7.2810,7.3480,7.4150,1.0000,6.0000,26697.5098
F3451,714.5654,15.0330,15.1000,15.1830,1.0000,13.0000,46045.1638
F3452,714.5854,16.8000,16.8500,16.9000,1.0000,6.0000,7282.3482
F3453,714.6176,14.1830,14.2500,14.3500,1.0000,108.0000,85922.9519
F3454,714.6353,11.7320,11.7660,11.8160,1.0000,7.0000,12219.5934
F3455,714.6502,12.8830,12.9660,13.0330,1.0000,20.0000,23852.6878
F3456,715.0616,7.2810,7.3480,7.4150,1.0000,2953.0000,12725.1397
F3457,715.2164,5.5970,5.6470,5.7310,1.0000,8.0000,8190.2407
F3458,715.2661,5.6140,5.6810,5.7470,1.0000,10.0000,15535.4759
F3459,715.5659,15.0830,15.1160,15.1660,1.0000,9.0000,13163.8173
F3460,715.5741,6.7810,6.8810,6.9980,1.0000,45.0000,152175.2536
F3461,715.5765,11.5320,11.5820,11.6320,1.0000,3895.0000,15487.9070
F3462,715.5787,15.5830,15.6500,15.7330,1.0000,7.0000,17128.0507
F3463,715.6212,14.1830,14.2500,14.3330,1.0000,68.0000,45026.8811
F3464,716.2231,5.6470,5.6810,5.7640,1.0000,10.0000,14585.7612
F3465,716.2292,5.3970,5.4640,5.5470,1.0000,205.0000,511504.2547
F3466,716.2608,5.6470,5.6970,5.7810,1.0000,11.0000,12678.3524
F3467,716.4364,0.5960,0.6960,0.7460,1.0000,10.0000,11572.8392
F3468,716.4383,12.8990,12.8830,13.1660,2.0000,2948.0000,36595.5751
F3469,716.4374,13.5830,13.6160,13.6660,1.0000,2923.0000,11657.6091
F3470,716.4401,13.4830,13.5330,13.5830,1.0000,3356.0000,16711.3774
F3471,716.5247,8.3650,8.4650,8.5310,1.0000,35.0000,405748.6862
F3472,716.5524,8.5480,8.5820,8.6480,1.0000,18.0000,114960.4480
F3473,716.5648,6.8310,6.9140,7.2480,1.0000,11.0000,81080.3324
F3474,716.6164,10.8320,10.9490,11.0650,1.0000,9.0000,28202.2258
F3475,716.6319,14.5160,14.6000,14.6830,1.0000,7.0000,20018.4514
F3476,716.6400,12.2320,12.2990,12.3990,1.0000,11.0000,42429.7119
F3477,716.6787,18.0340,18.0840,18.1340,1.0000,13.0000,7675.8813
F3478,716.7012,13.3490,13.3990,13.4660,1.0000,30.0000,27097.4936
F3479,717.2298,5.3970,5.4640,5.5470,1.0000,182.0000,329130.5509
F3480,717.5288,8.3480,8.4650,8.5310,1.0000,29309.0000,187543.9496
F3481,717.5904,8.1150,8.2150,8.3310,1.0000,36.0000,1138533.2970
F3482,717.5988,12.9160,12.9660,13.0330,1.0000,25.0000,31823.6467
F3483,717.6349,14.4660,14.6000,14.6660,1.0000,8.0000,10257.0384
F3484,717.6415,12.2490,12.2990,12.3490,1.0000,8.0000,18475.3539
F3485,717.6517,12.3990,12.4330,12.5160,1.0000,7.0000,10430.7025
F3486,717.7044,13.3330,13.4580,13.4490,2.0000,35.0000,16132.8428
F3487,718.2083,3.7970,3.9220,3.9300,2.0000,269.0000,122589.8669
F3488,718.2279,5.3970,5.4640,5.5470,1.0000,261.0000,257651.1051
F3489,718.5721,8.7480,8.8480,8.9320,1.0000,14.0000,177743.5707
F3490,718.5741,10.4320,10.5650,10.6820,1.0000,86170.0000,842233.2440
F3491,718.5938,8.1150,8.2150,8.3310,1.0000,42.0000,526883.0174
F3492,718.6012,12.8990,12.9660,13.0160,1.0000,4665.0000,19394.7748
F3493,718.6399,12.2820,12.3660,12.4160,1.0000,8.0000,13935.9053
F3494,718.6581,12.1320,12.2160,12.2660,1.0000,10.0000,21871.9894
F3495,718.6658,12.6990,12.7830,12.8490,1.0000,7.0000,15916.8258
F3496,719.2085,3.8140,3.9220,3.9300,2.0000,266.0000,78844.4927
F3497,719.2282,5.3970,5.4640,5.5470,1.0000,168.0000,123248.3374
F3498,719.5626,5.4470,5.4970,5.5810,1.0000,18.0000,37674.3139
F3499,719.5684,6.6640,6.7640,6.8480,1.0000,25908.0000,156417.0083
F3500,719.5758,8.6980,8.8480,8.9820,1.0000,9314.0000,100075.4071
F3501,719.5775,10.4320,10.5650,10.6990,1.0000,67.0000,381939.3575
F3502,719.5875,8.9650,9.0480,9.1820,1.0000,7311.0000,56614.1096
F3503,719.5968,8.1150,8.2150,8.3310,1.0000,32.0000,131376.3654
F3504,719.6084,12.8660,13.2330,13.5160,1.0000,9.0000,19963.7123
F3505,719.6329,15.4330,15.5170,15.6500,1.0000,11.0000,29276.7331
F3506,719.6350,11.7160,11.7660,11.8160,1.0000,11.0000,13403.9492
F3507,719.7010,11.9660,12.0490,12.1160,1.0000,14.0000,34515.1087
F3508,719.7343,12.4160,12.4820,12.5330,1.0000,26.0000,16028.2170
F3509,720.2068,3.7970,3.8640,3.9300,1.0000,259.0000,65178.7893
F3510,720.2077,3.9300,3.9800,4.0300,1.0000,160.0000,34502.0875
F3511,720.2267,5.3970,5.4640,5.5470,1.0000,130.0000,60973.5372
F3512,720.5171,9.1820,9.2320,9.2650,1.0000,2000.0000,6306.6167
F3513,720.5540,8.1310,8.2480,8.3650,1.0000,17.0000,266754.0424
F3514,720.5720,6.7140,6.7640,6.8640,1.0000,24.0000,62366.6362
F3515,720.5727,5.4640,5.5140,5.6140,1.0000,9.0000,18276.9334
F3516,720.5810,10.1990,10.5820,10.7650,1.0000,28.0000,122649.0325
F3517,720.5900,10.8150,10.9490,11.0820,1.0000,80.0000,1091314.4098
F3518,720.6364,15.4500,15.5330,15.6170,1.0000,12.0000,19401.2909
F3519,720.6974,12.3160,12.4410,12.4490,2.0000,34.0000,36608.0934
F3520,720.7311,12.8990,12.9660,13.0160,1.0000,7.0000,11278.7350
F3521,720.9908,12.0490,12.0820,12.1320,1.0000,7.0000,5348.0256
F3522,721.2067,3.8140,3.9220,3.9300,2.0000,104.0000,26882.7955
F3523,721.3065,4.9300,4.9970,5.0640,1.0000,71.0000,24386.6581
F3524,721.5064,15.0330,15.6420,15.5000,4.0000,119.0000,629400.4796
F3525,721.5066,16.6500,16.7340,16.8000,3.0000,117.0000,784237.1503
F3526,721.5066,17.8170,17.8590,18.1010,2.0000,113.0000,1003977.6594
F3527,721.5065,12.7160,14.4160,14.9330,1.0000,127.0000,10045781.6206
F3528,721.5068,11.2990,11.4320,11.7490,1.0000,283.0000,6366389.7679
F3529,721.5065,10.3150,10.4650,10.5320,1.0000,159.0000,1568763.0168
F3530,721.5074,9.8150,9.9990,10.1820,1.0000,2983.0000,26760831.2936
F3531,721.5074,11.9490,12.0820,12.2320,1.0000,1245.0000,11199194.1721
F3532,721.5563,7.7980,8.0900,8.0810,2.0000,15.0000,115685.4738
F3533,721.5722,12.8330,12.9160,12.9830,1.0000,11401.0000,82629.5200
F3534,721.5754,6.6810,6.7810,6.8640,1.0000,18.0000,20949.5188
F3535,721.5757,12.6660,12.7160,12.7830,1.0000,33376.0000,127691.7977
F3536,721.5850,6.4480,6.5480,6.6480,1.0000,63.0000,92898.1342
F3537,721.5930,10.7990,10.9490,11.0820,1.0000,53256.0000,503057.0016
F3538,721.6232,12.8160,12.9160,12.9830,1.0000,19975.0000,87026.8258
F3539,721.6223,12.2320,12.2660,12.3320,1.0000,20.0000,95975.8006
F3540,721.6245,13.5490,13.6160,13.6990,1.0000,23779.0000,102702.6273
F3541,722.2057,3.8140,3.8800,3.9470,1.0000,24.0000,13334.4810
F3542,722.3090,4.9470,4.9970,5.0470,1.0000,90.0000,12277.5738
F3543,722.5095,14.7830,14.8830,15.0330,1.0000,44.0000,554504.0842
F3544,722.5095,16.5670,17.6670,18.4010,1.0000,42.0000,3567584.0657
F3545,722.5105,12.0660,12.0070,12.1820,2.0000,342.0000,2937552.2068
F3546,722.5097,10.3320,10.4320,10.5150,1.0000,61.0000,672069.6879
F3547,722.5108,9.8980,9.9990,10.1150,1.0000,1012.0000,10065056.6248
F3548,722.5099,15.6670,15.7330,15.8330,1.0000,47.0000,443569.2672
F3549,722.5099,11.2990,11.3490,11.4160,1.0000,81.0000,598402.2606
F3550,722.5097,14.0000,14.1160,14.2500,1.0000,45.0000,614223.7357
F3551,722.5110,7.8480,7.9810,8.0810,1.0000,13.0000,115589.1285
F3552,722.5097,15.0330,15.1660,15.3330,1.0000,44.0000,752418.6288
F3553,722.5527,7.5310,7.6480,7.7480,1.0000,12937.0000,88497.2792
F3554,722.5892,6.4640,6.5480,6.6480,1.0000,40.0000,44286.4461
F3555,722.5961,10.8320,10.9900,11.0150,2.0000,44.0000,39292.2845
F3556,722.6266,12.8490,12.9330,12.9990,1.0000,8.0000,46546.2036
F3557,722.6262,12.2160,12.2660,12.3160,1.0000,11.0000,50981.7089
F3558,722.6284,13.5490,13.6160,13.6990,1.0000,19.0000,58679.4784
F3559,722.7132,12.7330,12.7830,12.8490,1.0000,47.0000,156268.9941
F3560,722.7205,12.2490,12.2990,12.3660,1.0000,21925.0000,64938.5556
F3561,722.7350,13.6490,13.7330,13.7830,1.0000,16.0000,13315.1638
F3562,722.9762,0.7300,0.7960,0.8960,1.0000,146.0000,58055.5922
F3563,723.1432,4.3300,4.3800,4.4640,1.0000,120.0000,35662.5503
F3564,723.3043,4.9470,4.9970,5.0640,1.0000,3254.0000,11399.1310
F3565,723.5017,5.2810,5.5140,5.7140,1.0000,2954.0000,55823.2433
F3566,723.5134,11.6320,12.0320,12.3320,1.0000,133.0000,2717537.3021
F3567,723.5128,17.2840,17.8000,18.2670,1.0000,15.0000,516730.4741
F3568,723.5138,9.7980,9.9990,10.1820,1.0000,296.0000,3205379.7726
F3569,723.5381,6.3140,6.4140,6.4640,1.0000,6424.0000,57553.1929
F3570,723.5409,6.1470,6.2310,6.3140,1.0000,74226.0000,386401.2458
F3571,723.5560,7.5480,7.6480,7.7480,1.0000,6636.0000,39507.4885
F3572,723.5898,6.4810,6.5310,6.5980,1.0000,2799.0000,11548.0508
F3573,723.6395,13.0330,13.1160,13.1830,1.0000,37.0000,212542.7283
F3574,723.6391,12.6990,12.7660,12.8490,1.0000,29.0000,128438.1492
F3575,723.6404,13.3490,13.4160,13.4830,1.0000,27.0000,77476.3711
F3576,723.7163,12.7330,12.7830,12.8490,1.0000,49.0000,91425.6215
F3577,723.9785,0.7460,0.7960,0.8460,1.0000,66.0000,11839.2790
F3578,724.1436,4.3300,4.3970,4.4640,1.0000,82.0000,26418.0614
F3579,724.5167,9.8980,9.9820,10.1490,1.0000,32.0000,494315.9446
F3580,724.5274,9.1320,9.2480,9.3480,1.0000,143.0000,1065351.3043
F3581,724.5437,6.1470,6.2310,6.3140,1.0000,88.0000,170207.7974
F3582,724.5590,7.5480,7.6310,7.7310,1.0000,18.0000,18336.5455
F3583,724.6138,15.1330,15.1830,15.2830,1.0000,7.0000,8123.6582
F3584,724.6428,13.0490,13.1160,13.1830,1.0000,56.0000,118991.2194
F3585,724.6439,12.6990,12.7660,12.8490,1.0000,16.0000,91729.1922
F3586,724.7173,13.0330,13.1160,13.1830,1.0000,14.0000,43551.8505
F3587,724.7198,12.6330,12.7830,12.9660,1.0000,11.0000,65948.2446
F3588,725.1422,4.3300,4.3800,4.4640,1.0000,121.0000,22989.5429
F3589,725.1633,4.8640,4.9140,4.9800,1.0000,112.0000,27648.9796
F3590,725.2292,10.5820,10.6990,10.7990,1.0000,125.0000,181663.8451
F3591,725.3020,4.9470,5.0140,5.0810,1.0000,9.0000,13493.6190
F3592,725.4562,0.7460,0.7800,0.8300,1.0000,7.0000,6167.5635
F3593,725.4695,14.7160,14.7660,14.8160,1.0000,15.0000,7429.2813
F3594,725.5268,11.9490,12.0160,12.0820,1.0000,18.0000,59698.2957
F3595,725.5306,9.1480,9.2480,9.3650,1.0000,89.0000,515377.3990
F3596,725.5468,6.1470,6.2310,6.3140,1.0000,25.0000,47643.8452
F3597,725.5570,7.0310,7.0980,7.2640,1.0000,9.0000,176746.2364
