relative_path,bytes,sha256
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_018.csv,437684,fb45f601b8d964d6fcf71c59880ff23ce352be21815a577386f3b43bd33b0c42
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_019.csv,431660,7d9238e96dbcb36878461156f3724145abe26ce31fc267fbc0d592195551aca8
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_020.csv,432692,644d0a2897194d9e8960088a5517b11aa4f922e015b3f02988e5e7fd5a828112
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_021.csv,434094,88f8b3f627ddd82ec98c0c81de93ea301cdbe30cbcdc150a575141735dca28c5
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_022.csv,435201,edfd38b4c9b14544c1aedca5c7bf74df50190812003a523265fb744222752b59
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_023.csv,432948,39a3e5ab55e3ba210035514d8b77ebc7d19b9189c9b60a8a6625ba40bf6fa2ad
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_024.csv,429275,5ee09137eda53bdc08434c9b15264240cb54aa04f89743b64a630c0da7e49825
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_025.csv,430585,ecd50fb376164079a7e29d141a75cc430524d0e29730f8b1a79fd0ea74648c7f
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_026.csv,430266,37b36dc709c4306d8094bc3e97b7743f83ba5b4188121afa54258a26d4e3ba7c
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_027.csv,430036,138fa1540c52166da465f0f00c2e54aa4e1eaebcef1348e893c992a3f08ad68f
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_028.csv,431817,7c0c4203002c2acef247b4017bd07caebdff183def64e1a53d08e0e0380e5998
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_029.csv,431944,12757f7490c5445e57d8362f6b101fc86b4df341a7a56a372aa844a066f4a19f
training/main_ablation/seed_20260814/D_gated_fusion/val_predictions/epoch_030.csv,431936,06ed2e0df8fc6584744edfa90f818935a9d65055d0da2f4b511d02ebc557bdc4
training/smoke/naive_concat_b16_e1_deterministic/attr_scaler.json,1834,e227089c5263d870944b6c820caa434eb13346bf2c087627779f5bdd8a2a9d12
training/smoke/naive_concat_b16_e1_deterministic/best_val_predictions.csv,448058,6fe1a96ba2fec0a0008edaaa9ce65bbcec415e533367af14a6559c3c6725fa2d
training/smoke/naive_concat_b16_e1_deterministic/best_val_threshold_sweep.csv,172705,f14861bf52078b190a48298afe40eced123fc1b4ca1e2c803eb77615fe8f7170
training/smoke/naive_concat_b16_e1_deterministic/environment.json,470,bca50d2cdb0f07bd9d7868fb463ed3131ae958aeed9bf5b25552ff792d54f7d3
training/smoke/naive_concat_b16_e1_deterministic/history.csv,459,179640849055cdc29a0657c7c66088af521d386000b2f335a0a8b8bde67a2e10
training/smoke/naive_concat_b16_e1_deterministic/history.json,602,6b94811870bc9d08b8eafe0130b1a0e963393d27ae7343d3f489511d531458cb
training/smoke/naive_concat_b16_e1_deterministic/run_config.json,1779,c4743e291102dfd11777a566cadaea895190f198084adcccd23b30d67b2cf077
training/smoke/naive_concat_b16_e1_deterministic/selection_on_val.json,578,bdb92e52dcf7eeaed2debc2982e18adbc0c7bfe93a9f9f5e4074fe6eea031691
training/smoke/naive_concat_b16_e1_deterministic/summary.json,358,398ef9cc03f82a71a44ec54c11b88c014bb17b784a12bb024a6e19c816e549f0
training/smoke/naive_concat_b16_e1_deterministic/val_predictions/epoch_001.csv,448058,6fe1a96ba2fec0a0008edaaa9ce65bbcec415e533367af14a6559c3c6725fa2d
