Feature_ID,mz,RT,RTmin,RTmax,parent_masstrack_id,peak_area,cSelectivity,goodness_fitting,snr,detection_counts,SERUM-1_copy_P1-E4_1_step1_1
F747,593.4357,2.335,2.284,2.411,2884,45009,1.0,0.86,5,1,63275
F748,593.4742,1.636,1.569,1.737,2885,279284,1.0,0.75,25,1,302284
F749,669.469,1.56,1.476,1.602,3650,53422,1.0,0.92,5,1,69784
F750,629.5439,1.594,1.518,1.695,3271,213724,1.0,0.93,17,1,236289
F751,670.4618,1.569,1.476,1.67,3653,152088,1.0,0.99,12,1,176667
F752,593.5937,1.577,1.476,1.678,2886,1721737,1.0,0.98,84,1,1746737
F753,630.4742,1.653,1.577,1.754,3279,121062,1.0,0.88,10,1,144075
F754,670.6069,1.602,1.543,1.644,3654,73690,1.0,0.94,10,1,86811
F755,593.7349,4.171,4.07,4.272,2888,449907,1.0,0.99,32,1,479951
F756,630.5019,1.518,1.459,1.619,3280,79825,0.93,0.82,7,1,101732
F757,630.5019,1.83,1.729,1.88,3280,108227,1.0,0.95,9,1,125222
F758,710.495,2.916,2.815,3.017,3977,317315,1.0,0.94,23,1,343851
F759,671.4701,1.552,1.459,1.644,3658,673348,1.0,0.96,55,1,699817
F760,671.4701,1.906,1.813,1.998,3658,132282,1.0,0.98,11,1,155948
F761,594.0694,4.154,4.053,4.255,2889,467251,1.0,0.98,30,1,499147
F762,630.5498,1.628,1.543,1.686,3282,76128,1.0,0.91,8,1,96888
F763,710.586,1.686,1.602,1.762,3979,117207,1.0,0.98,10,1,134905
F764,671.5339,1.56,1.468,1.628,3659,173540,1.0,0.93,15,1,195407
F765,594.4055,4.171,4.07,4.272,2892,271064,1.0,0.99,18,1,296514
F766,671.9211,2.924,2.849,3.026,3660,251703,1.0,0.92,22,1,276152
F767,710.6975,1.577,1.484,1.678,3980,111631,1.0,0.91,8,1,138228
F768,630.614,1.577,1.476,1.678,3283,431266,1.0,0.99,33,1,455424
F769,710.9402,3.152,3.093,3.253,3981,121669,1.0,0.85,11,1,141226
F770,672.4049,4.777,4.634,5.257,3662,313342,1.0,0.84,9,1,388539
F771,630.9299,2.84,2.739,2.941,3284,477154,1.0,0.97,34,1,507530
F772,594.4801,1.636,1.602,1.678,2895,19875,1.0,0.72,5,1,29879
F773,594.4801,5.299,5.223,5.366,2895,54090,1.0,0.91,5,1,72639
F774,710.9945,2.933,2.849,3.009,3982,153947,1.0,0.93,16,1,180928
F775,672.4232,2.933,2.832,3.034,3663,257398,1.0,0.99,18,1,284489
F776,631.4369,2.832,2.798,2.933,3285,288809,1.0,0.92,29,1,304147
F777,594.4897,1.737,1.703,1.813,2896,45369,1.0,0.86,6,1,63756
F778,711.4399,3.152,3.068,3.253,3983,79855,1.0,0.99,6,1,103764
F779,672.4362,1.577,1.484,1.678,3664,211597,1.0,0.99,16,1,237888
F780,631.4462,2.68,2.579,2.781,3286,4223169,1.0,0.99,277,1,4248169
F781,594.4982,1.636,1.569,1.72,2897,214319,1.0,0.99,20,1,234596
F782,672.4861,1.56,1.459,1.661,3667,407627,1.0,0.99,29,1,433682
F783,594.5962,1.586,1.484,1.686,2899,867753,1.0,0.99,71,1,895146
F784,711.488,1.586,1.501,1.67,3986,71885,1.0,0.88,7,1,92847
F785,711.488,3.076,3.042,3.169,3986,82574,1.0,0.84,10,1,99090
F786,631.4958,2.672,2.605,2.756,3288,227789,1.0,0.97,20,1,243414
F787,594.7444,4.154,4.095,4.238,2900,71982,1.0,0.97,8,1,89903
F788,631.6172,1.577,1.501,1.661,3289,187258,1.0,0.98,16,1,209434
F789,711.5145,2.916,2.815,3.017,3987,974594,1.0,1.0,61,1,1004456
F790,711.5145,5.08,5.004,5.181,3987,143125,0.85,0.98,14,1,166233
F791,631.948,2.672,2.579,2.773,3290,2920866,1.0,0.99,201,1,2944866
F792,712.0022,2.908,2.806,3.009,3988,711262,1.0,0.99,46,1,740453
F793,595.3723,1.754,1.72,1.796,2907,40153,1.0,0.85,9,1,46345
F794,595.3723,1.846,1.804,1.914,2907,23361,0.78,0.86,5,1,37138
F795,672.6218,1.611,1.543,1.678,3670,115229,1.0,0.8,15,1,132914
F796,631.9974,2.672,2.621,2.731,3291,95797,1.0,0.89,11,1,114662
F797,672.9055,4.802,4.71,4.895,3671,114621,0.95,0.84,7,1,142887
F798,595.3816,1.72,1.661,1.754,2908,66811,1.0,0.75,8,1,73321
F799,595.3816,1.796,1.754,1.846,2908,104330,1.0,0.98,16,1,118129
F800,672.923,2.95,2.849,2.992,3672,77758,1.0,0.89,9,1,92726
F801,632.4279,4.322,4.238,4.423,3293,104071,1.0,0.96,7,1,129596
F802,712.5041,1.577,1.476,1.678,3990,252591,1.0,0.98,18,1,279467
F803,712.5041,2.916,2.815,3.017,3990,361031,1.0,0.99,23,1,384900
F804,712.5041,3.068,3.026,3.169,3990,76683,0.98,0.74,9,1,97565
F805,595.4185,2.638,2.537,2.739,2911,11659014,1.0,0.99,851,1,11684014
F806,673.4414,1.594,1.493,1.67,3677,111162,1.0,0.99,8,1,132852
F807,595.4284,1.653,1.586,1.746,2912,110304,1.0,0.97,11,1,132107
F808,712.5309,1.526,1.468,1.569,3991,22928,0.74,0.96,5,1,35176
F809,712.5309,5.072,5.021,5.156,3991,61471,0.76,0.99,6,1,79639
F810,673.4996,1.56,1.459,1.661,3678,827907,1.0,0.98,50,1,866950
F811,632.4495,1.653,1.594,1.678,3295,24284,0.78,0.82,5,1,37736
F812,632.4495,1.72,1.678,1.821,3295,55598,0.78,0.75,5,1,71961
F813,632.4495,2.68,2.579,2.781,3295,1217950,1.0,0.99,80,1,1251317
F814,713.0043,2.899,2.84,2.941,3994,36412,1.0,0.95,8,1,50550
F815,673.6259,1.602,1.51,1.644,3680,74844,1.0,0.71,8,1,92004
F816,595.4671,2.613,2.529,2.655,2913,281430,1.0,0.96,33,1,308678
F817,595.4671,2.689,2.663,2.79,2913,217754,1.0,0.97,26,1,225594
F818,713.4178,1.586,1.501,1.686,3995,284627,1.0,0.98,22,1,309784
F819,632.4941,1.594,1.493,1.695,3296,239285,1.0,0.9,19,1,265593
F820,674.4048,2.941,2.874,3.009,3681,49616,1.0,0.93,5,1,67683
F821,595.4911,1.644,1.552,1.746,2914,596499,1.0,0.85,55,1,624544
F822,632.6297,1.577,1.476,1.678,3297,730197,1.0,0.97,60,1,760775
F823,595.5347,1.569,1.526,1.586,2915,24615,1.0,0.79,5,1,35883
F824,674.4635,2.748,2.646,2.849,3685,167202,1.0,0.99,12,1,192618
F825,595.9206,2.646,2.545,2.748,2917,7523372,1.0,0.99,531,1,7548372
F826,713.5094,1.586,1.484,1.661,4000,171838,1.0,0.95,14,1,194356
F827,674.5001,1.56,1.459,1.611,3686,395099,0.95,0.96,30,1,414099
F828,674.5001,1.72,1.628,1.821,3686,1655366,1.0,0.99,111,1,1679366
F829,632.95,2.672,2.596,2.773,3299,324947,1.0,0.98,27,1,349351
F830,595.9691,2.646,2.545,2.748,2918,360899,1.0,0.86,35,1,387911
F831,714.4219,1.594,1.526,1.695,4002,116539,1.0,0.97,10,1,139292
F832,674.5249,1.863,1.796,1.948,3688,126883,1.0,0.92,12,1,146258
F833,596.3825,1.779,1.678,1.855,2923,88150,1.0,0.83,6,1,110825
F834,633.4505,1.644,1.586,1.737,3301,209892,1.0,0.9,19,1,231319
F835,633.4505,1.813,1.762,1.906,3301,92677,0.96,1.0,8,1,111459
F836,633.4505,2.663,2.588,2.764,3301,95353,0.96,0.94,8,1,118814
F837,674.9559,3.051,2.95,3.152,3689,418862,1.0,0.93,31,1,447451
F838,596.4209,2.638,2.537,2.731,2924,2882598,1.0,0.98,208,1,2906598
F839,633.6333,1.569,1.484,1.67,3304,353110,1.0,0.99,28,1,377348
F840,675.4699,2.874,2.773,2.975,3690,5000548,1.0,0.98,375,1,5025548
F841,596.4693,2.613,2.562,2.714,2926,119681,1.0,0.88,10,1,140829
F842,714.533,1.644,1.543,1.746,4005,3014083,1.0,0.97,213,1,3039083
F843,633.9231,2.697,2.605,2.731,3305,100552,1.0,0.74,12,1,119173
F844,675.5049,1.72,1.619,1.821,3691,656118,1.0,1.0,41,1,684550
F845,596.4997,1.602,1.535,1.661,2927,147412,1.0,0.92,17,1,168842
F846,596.4997,1.712,1.67,1.813,2927,126730,1.0,0.93,13,1,140195
F847,634.4246,2.672,2.596,2.773,3306,105574,1.0,0.96,8,1,127404
F848,675.5245,2.866,2.781,2.967,3692,206226,1.0,0.79,19,1,227591
F849,715.5165,1.948,1.889,2.032,4013,103762,1.0,0.98,11,1,123744
F850,596.5906,1.628,1.526,1.729,2930,194089,1.0,0.99,14,1,219888
F851,634.45,1.813,1.712,1.914,3308,2222689,1.0,0.96,160,1,2247689
F852,675.5395,5.114,5.013,5.215,3693,1314449,1.0,0.99,101,1,1339449
F853,596.9223,2.646,2.545,2.748,2931,803444,1.0,0.96,62,1,840825
F854,715.5357,1.636,1.535,1.737,4014,1205318,1.0,0.9,86,1,1234827
F855,675.9742,2.882,2.79,2.975,3694,3498738,1.0,0.96,247,1,3521738
F856,635.3636,1.737,1.636,1.838,3310,173427,1.0,0.99,12,1,199377
F857,597.4232,2.646,2.545,2.748,2942,208091,1.0,1.0,15,1,234621
F858,715.5629,5.055,4.988,5.131,4016,60077,0.85,0.99,5,1,77007
F859,635.3796,2.95,2.874,3.051,3311,57205,0.78,0.96,5,1,79156
F860,597.4445,1.67,1.569,1.737,2943,216297,1.0,0.74,21,1,233746
F861,676.461,3.101,3.034,3.143,3696,41949,1.0,0.83,5,1,58158
F862,635.4517,1.813,1.712,1.914,3314,829495,1.0,0.96,59,1,857158
F863,715.9468,3.194,3.093,3.278,4017,273229,1.0,0.87,20,1,299819
F864,597.4841,1.484,1.426,1.569,2944,170752,1.0,0.93,16,1,189208
F865,676.4749,2.874,2.781,2.975,3697,1646493,1.0,0.98,126,1,1670493
F866,716.4306,5.114,5.013,5.215,4018,222763,0.83,0.96,12,1,248972
F867,597.504,1.67,1.594,1.771,2945,273889,1.0,0.89,22,1,297472
F868,636.3744,1.729,1.644,1.804,3316,51183,1.0,0.91,5,1,71452
F869,676.5067,1.72,1.636,1.796,3698,114285,1.0,0.94,12,1,134611
F870,597.8949,2.646,2.554,2.748,2946,378540,1.0,0.91,32,1,403307
F871,716.4486,3.152,3.051,3.253,4019,273629,1.0,0.99,19,1,300014
F872,676.542,5.114,5.013,5.215,3699,560581,1.0,0.99,40,1,587171
F873,636.4644,1.628,1.577,1.72,3320,137559,1.0,0.89,14,1,160297
F874,636.4644,1.804,1.72,1.906,3320,174673,1.0,0.99,14,1,197739
F875,716.5156,2.84,2.739,2.941,4021,538484,1.0,1.0,39,1,566620
F876,676.9773,2.866,2.781,2.967,3700,423972,1.0,0.95,35,1,451872
F877,636.6248,1.577,1.484,1.67,3322,365577,1.0,0.98,33,1,390043
F878,716.5392,1.636,1.535,1.72,4022,376252,1.0,0.98,28,1,403661
F879,597.9333,5.333,5.072,5.417,2948,192665,0.8,0.93,7,1,233615
F880,677.4655,1.569,1.468,1.67,3703,338657,1.0,1.0,27,1,363282
F881,598.396,2.638,2.537,2.739,2951,298876,1.0,0.97,22,1,326223
F882,677.475,1.863,1.779,1.914,3704,94007,1.0,0.98,9,1,113739
F883,677.475,2.866,2.781,2.958,3704,135521,1.0,0.98,11,1,160722
F884,716.548,1.872,1.771,1.973,4023,1921003,1.0,0.98,86,1,1946003
F885,677.5467,5.097,5.03,5.19,3707,92363,1.0,0.94,8,1,113755
F886,598.4489,1.653,1.552,1.754,2955,3613354,1.0,0.97,259,1,3638354
F887,677.9486,2.849,2.798,2.95,3708,158860,1.0,0.85,13,1,177480
F888,716.5645,1.872,1.838,1.914,4024,42134,1.0,0.84,8,1,52150
F889,598.4997,1.661,1.619,1.754,2956,187995,1.0,0.92,23,1,208056
F890,637.4773,1.644,1.569,1.746,3335,89904,1.0,0.82,8,1,111821
F891,637.4773,2.486,2.411,2.588,3335,75521,1.0,0.94,5,1,99541
F892,599.3727,4.743,4.668,4.819,2958,63449,0.71,0.87,7,1,82916
F893,716.9482,3.16,3.059,3.244,4026,131300,1.0,0.98,10,1,156115
F894,678.4734,1.56,1.468,1.644,3709,200318,0.82,0.9,12,1,222318
F895,678.4734,1.83,1.729,1.931,3709,1784434,1.0,0.97,89,1,1809434
F896,637.628,1.577,1.493,1.661,3338,181004,1.0,0.99,17,1,205900
F897,599.3859,1.712,1.611,1.813,2959,980828,1.0,0.98,28,1,1021735
F898,678.5252,1.821,1.788,1.846,3711,27025,1.0,0.9,7,1,36314
F899,638.2663,5.4,5.299,5.501,3340,210852,1.0,0.97,18,1,234780
F900,599.4999,1.484,1.4,1.586,2964,1303831,0.95,0.91,84,1,1330645
F901,717.5196,2.832,2.731,2.933,4030,247141,1.0,0.99,18,1,272653
F902,638.3283,1.569,1.484,1.67,3343,105440,1.0,0.93,9,1,128801
F903,717.586,5.072,4.971,5.173,4031,441637,1.0,1.0,31,1,467127
F904,600.3782,1.586,1.484,1.644,2967,376699,1.0,0.94,32,1,397634
F905,600.3782,2.621,2.554,2.722,2967,84183,1.0,0.96,7,1,106511
F906,679.458,1.695,1.602,1.737,3715,114130,1.0,0.71,13,1,132021
F907,718.4285,3.135,3.076,3.228,4032,55455,1.0,0.88,6,1,76527
F908,638.4299,4.525,4.466,4.626,3350,78575,1.0,0.79,6,1,98543
F909,639.2984,1.628,1.569,1.729,3353,99895,1.0,0.8,7,1,122133
F910,679.4755,1.569,1.476,1.628,3716,67006,0.9,0.98,5,1,86397
F911,679.4755,1.686,1.628,1.703,3716,52096,0.91,0.95,8,1,69802
F912,679.4755,1.846,1.746,1.948,3716,731421,1.0,0.99,48,1,758090
F913,718.5305,1.586,1.51,1.653,4037,57636,0.97,0.94,6,1,77636
F914,718.5305,2.815,2.731,2.916,4037,244142,1.0,0.98,19,1,267592
F915,600.4643,1.83,1.729,1.931,2972,3962081,1.0,0.98,75,1,4019835
F916,639.4037,1.813,1.712,1.914,3358,211347,1.0,0.97,17,1,236886
F917,718.5535,1.889,1.788,1.99,4038,203517,1.0,0.98,15,1,229293
F918,718.5699,4.735,4.634,4.836,4039,708756,1.0,0.99,51,1,737782
F919,600.5032,1.484,1.4,1.586,2975,592840,0.91,0.89,39,1,617677
F920,600.5032,1.83,1.771,1.914,2975,173834,0.79,0.98,20,1,187753
F921,639.4439,2.84,2.739,2.941,3361,14771999,1.0,0.99,1017,1,14796999
F922,718.5897,5.072,4.988,5.164,4041,172536,1.0,0.97,14,1,193596
F923,639.4582,1.661,1.569,1.737,3363,104651,1.0,0.91,9,1,127078
F924,718.9813,3.27,3.186,3.371,4045,321180,1.0,0.97,23,1,343709
F925,600.9203,2.588,2.545,2.63,2978,56403,1.0,0.81,9,1,77310
F926,639.4958,2.849,2.748,2.95,3364,798604,1.0,0.94,56,1,827392
F927,680.4766,1.569,1.468,1.67,3720,6839498,1.0,0.99,9,1,8305872
F928,639.9459,2.84,2.739,2.941,3365,10101103,1.0,0.99,710,1,10126103
F929,601.3802,1.577,1.493,1.678,2979,205928,1.0,1.0,16,1,233358
F930,719.4887,1.644,1.577,1.746,4046,321220,1.0,0.97,31,1,344351
F931,719.4887,3.244,3.211,3.346,4046,261540,1.0,0.84,24,1,280677
F932,639.998,2.832,2.756,2.924,3366,486111,1.0,0.97,46,1,508350
F933,601.3983,1.703,1.661,1.804,2980,78728,0.94,0.77,6,1,99665
F934,719.4992,3.076,2.975,3.177,4047,4544576,1.0,0.99,301,1,4569576
F935,640.4078,1.813,1.754,1.889,3371,61996,1.0,0.98,6,1,78704
F936,640.4494,2.849,2.748,2.95,3373,4117174,1.0,0.99,281,1,4142174
F937,719.5439,1.628,1.526,1.686,4048,58106,1.0,0.81,5,1,78143
F938,719.5439,2.823,2.748,2.908,4048,84826,1.0,1.0,7,1,105009
F939,601.4249,2.588,2.554,2.672,2982,89038,1.0,0.87,10,1,104515
F940,719.5536,3.068,2.992,3.126,4049,134727,1.0,0.91,17,1,145168
F941,640.4967,2.832,2.764,2.874,3374,169619,1.0,0.71,17,1,147692
F942,640.4967,2.891,2.874,2.924,3374,34552,1.0,0.99,8,1,46888
F943,601.4353,2.461,2.36,2.562,2983,721558,1.0,0.99,46,1,758637
F944,719.5658,5.072,4.979,5.173,4050,137980,1.0,0.98,10,1,163679
F945,640.5311,1.754,1.653,1.83,3375,117408,1.0,0.9,9,1,140588
F946,640.5757,2.84,2.79,2.891,3376,57841,1.0,0.92,8,1,68256
F947,719.5741,4.735,4.634,4.836,4051,324907,1.0,1.0,25,1,351423
F948,601.468,1.821,1.72,1.922,2985,1349867,1.0,0.97,50,1,1382150
F949,640.9484,2.832,2.731,2.933,3377,1299560,1.0,1.0,89,1,1324468
F950,641.0006,2.84,2.764,2.924,3378,53358,1.0,0.83,5,1,74300
F951,601.4759,1.636,1.577,1.67,2986,197294,1.0,0.99,30,1,209299
F952,641.4476,1.644,1.56,1.703,3382,51584,0.9,0.82,5,1,69773
F953,641.4476,2.849,2.748,2.95,3382,359104,1.0,0.99,25,1,384790
F954,680.5294,1.569,1.468,1.67,3722,491761,1.0,0.96,13,1,513835
F955,680.5294,8.221,8.129,8.306,3722,202869,0.74,0.76,3,1,222982
F956,680.5294,8.364,8.306,8.457,3722,187723,0.74,0.92,3,1,207519
F957,680.5294,8.861,8.76,8.92,3722,161503,0.74,0.74,3,1,182038
F958,680.5294,8.962,8.92,9.055,3722,126099,0.74,0.81,3,1,138183
F959,601.5155,1.484,1.392,1.586,2987,3114992,1.0,0.89,212,1,3138992
F960,641.9214,2.84,2.764,2.941,3383,529213,1.0,0.93,41,1,553170
F961,601.5599,1.484,1.426,1.569,2988,139660,1.0,0.91,12,1,156854
F962,680.6077,1.569,1.468,1.602,3723,107914,1.0,0.94,11,1,124575
F963,601.9368,2.47,2.369,2.562,2989,446144,1.0,0.98,31,1,471225
F964,720.0001,3.084,2.983,3.186,4058,3626022,1.0,0.99,244,1,3651022
F965,680.662,1.569,1.468,1.67,3724,1899492,1.0,0.94,20,1,1964809
F966,642.3864,9.013,7.8,9.931,3385,3131935,0.96,0.95,16,1,3384702
F967,680.7068,1.569,1.518,1.653,3726,112524,1.0,0.87,13,1,131591
F968,681.48,1.569,1.468,1.67,3727,3303867,1.0,0.98,9,1,3772871
F969,642.4233,2.832,2.731,2.933,3388,455633,1.0,0.99,9,1,527918
F970,720.5073,1.56,1.459,1.661,4063,4104140,1.0,0.97,23,1,4270314
F971,720.5073,3.068,2.967,3.169,4063,1752856,1.0,0.99,10,1,1919030
F972,642.4727,1.653,1.569,1.754,3391,103776,1.0,0.92,7,1,128984
F973,643.4013,4.912,4.836,5.013,3393,115099,1.0,0.96,8,1,137984
F974,720.5795,4.777,4.676,4.878,4066,759109,1.0,0.97,58,1,789648
F975,643.4704,1.594,1.552,1.746,3397,69426,0.92,0.79,6,1,93120
F976,720.6449,1.56,1.526,1.619,4067,70650,1.0,0.98,11,1,82271
F977,681.5289,1.569,1.468,1.67,3729,235708,1.0,0.93,10,1,260307
F978,644.3139,5.291,5.232,5.383,3398,188593,1.0,0.9,16,1,210342
F979,644.3974,2.84,2.739,2.941,3402,148144,1.0,0.99,11,1,174860
F980,681.6099,1.577,1.543,1.619,3732,23750,1.0,0.94,6,1,33753
F981,644.4516,2.621,2.545,2.722,3405,121560,1.0,0.97,9,1,145051
F982,721.5079,1.56,1.459,1.661,4076,2639478,1.0,0.98,12,1,2938901
F983,721.5079,5.055,4.954,5.156,4076,614863,0.92,0.93,3,1,904787
F984,682.4826,1.569,1.468,1.67,3739,875670,1.0,0.99,9,1,1014509
F985,644.4904,1.872,1.771,1.973,3407,4786711,1.0,0.98,113,1,4834599
F986,644.54,1.796,1.762,1.83,3410,26025,0.73,0.91,6,1,31832
F987,644.54,1.897,1.83,1.931,3410,88053,1.0,0.8,15,1,100776
F988,644.5906,1.586,1.552,1.619,3411,30057,1.0,0.97,6,1,37082
F989,682.5725,1.543,1.484,1.594,3747,51708,1.0,0.72,6,1,63132
F990,602.4339,2.478,2.377,2.554,2995,326285,1.0,0.77,10,1,352902
F991,602.4339,2.646,2.554,2.722,2995,141015,0.97,0.74,6,1,156106
F992,645.3141,5.308,5.24,5.409,3412,66906,1.0,0.96,6,1,88441
F993,721.5617,1.484,1.442,1.459,4081,35578,0.75,0.97,5,1,7128
F994,683.4316,1.83,1.729,1.931,3751,146900,1.0,0.99,11,1,172775
F995,721.5808,4.777,4.693,4.878,4082,320598,1.0,0.99,26,1,344051
F996,721.5808,5.072,5.004,5.148,4082,65390,0.97,0.88,5,1,87095
F997,645.4615,2.621,2.52,2.722,3416,847805,1.0,0.99,56,1,876827
F998,683.4713,3.042,2.941,3.143,3754,15431500,1.0,0.99,924,1,15456500
F999,721.6547,1.577,1.543,1.611,4084,36610,1.0,0.93,7,1,47065
F1000,721.9752,3.059,3.017,3.16,4086,149926,1.0,0.74,14,1,172739
F1001,645.4938,1.872,1.771,1.973,3418,1752650,1.0,0.99,80,1,1777650
F1002,683.486,1.569,1.468,1.67,3755,192154,1.0,0.98,8,1,229623
F1003,722.4769,3.068,2.967,3.101,4087,80337,1.0,0.91,10,1,97795
F1004,645.5116,1.569,1.476,1.644,3419,128032,1.0,0.95,11,1,149405
F1005,683.5225,3.034,2.933,3.126,3757,782069,1.0,0.93,58,1,810345
F1006,645.9652,2.621,2.52,2.722,3421,612647,1.0,0.99,42,1,639784
F1007,683.575,1.552,1.493,1.594,3758,44563,1.0,0.93,6,1,59640
F1008,683.609,3.059,2.975,3.118,3759,245472,1.0,0.86,24,1,263480
F1009,722.5043,1.577,1.484,1.678,4088,814312,1.0,0.91,9,1,957143
F1010,722.5043,1.88,1.779,1.981,4088,1021080,1.0,1.0,10,1,1177872
F1011,722.5043,4.996,4.912,5.097,4088,325543,0.91,0.81,3,1,467916
F1012,683.9718,3.042,2.941,3.143,3760,11232698,1.0,0.99,759,1,11257698
F1013,684.0246,3.068,2.992,3.152,3761,322808,1.0,0.88,36,1,332352
F1014,646.449,2.756,2.722,2.857,3429,105535,1.0,0.85,9,1,125560
F1015,684.1987,1.552,1.451,1.653,3762,1949369,1.0,0.99,166,1,1974369
F1016,684.4285,1.846,1.762,1.914,3764,55574,1.0,0.98,6,1,74837
F1017,646.4624,1.586,1.51,1.678,3430,89002,0.92,0.85,9,1,112914
F1018,646.4624,2.638,2.537,2.739,3430,290301,1.0,0.99,19,1,315759
F1019,722.5388,1.586,1.535,1.619,4091,65814,1.0,0.9,9,1,76817
F1020,684.4685,3.042,2.941,3.143,3765,4791829,1.0,0.99,320,1,4816829
F1021,646.5013,1.543,1.442,1.644,3431,10176684,1.0,0.98,893,1,10201684
F1022,646.5013,1.872,1.771,1.965,3431,541868,0.74,0.93,38,1,565868
F1023,722.5481,1.644,1.56,1.746,4092,261062,1.0,0.96,22,1,286539
F1024,684.5233,3.068,2.967,3.152,3767,208668,1.0,0.91,16,1,232012
F1025,646.5551,1.543,1.468,1.644,3433,393932,1.0,0.9,38,1,417206
F1026,684.5577,1.788,1.686,1.872,3768,135107,0.89,0.96,10,1,159451
F1027,646.9527,2.756,2.68,2.857,3434,77681,1.0,0.9,6,1,98467
F1028,684.6086,3.042,2.967,3.126,3769,129391,1.0,0.97,10,1,149872
F1029,646.9661,2.638,2.537,2.722,3435,86354,1.0,0.96,6,1,112504
F1030,722.5747,1.552,1.484,1.569,4095,41614,1.0,0.91,6,1,55664
F1031,602.4701,1.846,1.779,1.889,2997,159075,1.0,0.96,18,1,176291
F1032,684.9739,3.051,2.95,3.093,3770,1311300,1.0,0.86,120,1,1329300
F1033,722.5916,4.769,4.71,4.844,4096,68319,1.0,0.95,6,1,87479
F1034,685.1997,1.552,1.459,1.653,3771,1303078,1.0,0.99,109,1,1327078
F1035,602.5165,1.493,1.392,1.594,2998,1411579,1.0,0.92,89,1,1442308
F1036,722.6391,1.526,1.434,1.628,4097,134751,1.0,0.87,8,1,159425
F1037,602.5716,1.594,1.552,1.619,3000,28590,1.0,0.87,6,1,40755
F1038,647.4989,1.855,1.83,1.956,3441,74888,1.0,0.96,7,1,93364
F1039,603.0795,4.07,4.002,4.162,3001,121068,1.0,0.84,11,1,141120
F1040,685.4312,1.628,1.526,1.729,3772,571352,1.0,0.94,5,1,731536
F1041,603.2169,1.636,1.577,1.729,3002,182059,1.0,0.97,22,1,203279
F1042,723.5065,1.889,1.788,1.981,4102,430122,1.0,0.99,14,1,477575
F1043,723.5065,2.79,2.689,2.882,4102,104453,0.84,0.95,3,1,151491
F1044,685.513,1.569,1.484,1.67,3775,119967,1.0,0.95,8,1,143437
F1045,723.5211,1.569,1.468,1.619,4103,214860,1.0,0.93,19,1,234478
F1046,685.5553,5.114,5.013,5.215,3776,78981,0.78,0.99,5,1,104160
F1047,647.507,1.552,1.451,1.653,3442,4231146,1.0,0.96,228,1,4256146
F1048,723.5834,1.653,1.552,1.754,4105,1375348,1.0,0.98,84,1,1407323
F1049,685.9477,3.042,2.967,3.143,3777,676263,1.0,0.94,48,1,702042
F1050,647.558,1.569,1.484,1.628,3444,228966,1.0,0.97,23,1,244784
F1051,686.1956,1.552,1.459,1.644,3778,1044484,1.0,0.99,86,1,1074001
F1052,647.5961,1.619,1.577,1.686,3445,43019,1.0,0.81,6,1,62988
F1053,724.4536,3.101,3.009,3.177,4108,76430,1.0,0.99,6,1,98071
F1054,648.3806,2.428,2.369,2.529,3446,58117,0.87,0.95,5,1,78216
F1055,648.3806,2.672,2.571,2.773,3446,610012,1.0,1.0,43,1,637211
F1056,686.4353,1.628,1.526,1.729,3779,278641,1.0,0.95,5,1,363070
F1057,724.5228,2.731,2.63,2.832,4110,2087091,1.0,0.99,139,1,2112091
F1058,686.4486,3.042,2.941,3.143,3780,567984,1.0,0.99,27,1,600006
F1059,724.5405,1.577,1.518,1.619,4111,49142,0.97,0.97,7,1,61757
F1060,724.5405,5.063,4.971,5.164,4111,358533,1.0,0.98,29,1,384009
F1061,686.4996,1.56,1.476,1.661,3783,185282,1.0,0.98,14,1,209547
F1062,724.5848,1.653,1.552,1.754,4112,677401,1.0,0.98,41,1,706606
F1063,724.5848,2.748,2.663,2.849,4112,91282,0.81,0.76,9,1,113000
F1064,725.0093,2.882,2.806,2.916,4113,48774,1.0,0.95,6,1,65737
F1065,686.5523,1.543,1.501,1.56,3785,31905,1.0,0.75,6,1,46851
F1066,686.5523,1.602,1.56,1.686,3785,54159,1.0,0.73,6,1,69794
F1067,725.5195,2.731,2.63,2.832,4115,962652,1.0,0.99,63,1,992820
F1068,686.9499,3.076,2.975,3.135,3787,175482,1.0,0.85,14,1,196958
F1069,725.5524,1.56,1.468,1.628,4116,157724,0.84,0.89,14,1,177724
F1070,725.5524,5.072,4.971,5.173,4116,5841291,1.0,0.98,478,1,5866291
F1071,687.1952,1.552,1.484,1.602,3788,386846,1.0,0.98,44,1,409150
F1072,725.5883,1.628,1.526,1.729,4117,175572,1.0,0.87,12,1,203976
F1073,687.4265,5.215,5.156,5.291,3789,70096,1.0,0.91,9,1,86237
F1074,725.6059,5.055,4.996,5.097,4118,161389,1.0,0.96,29,1,174369
F1075,726.5381,2.773,2.68,2.874,4119,1001666,1.0,0.97,72,1,1033717
F1076,648.5089,1.552,1.459,1.653,3451,1296252,1.0,0.96,95,1,1320685
F1077,687.4335,1.628,1.552,1.712,3790,68366,1.0,0.97,4,1,96915
F1078,648.5641,1.569,1.501,1.644,3452,43138,1.0,0.73,5,1,61434
F1079,648.6248,1.577,1.476,1.678,3454,833563,1.0,0.99,67,1,862999
F1080,687.4681,1.56,1.468,1.661,3791,185501,1.0,0.91,17,1,211277
F1081,687.4681,3.051,2.975,3.135,3791,61986,1.0,0.93,6,1,83566
