archive_path,category,bytes,sha256,original_source_path
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/test_seed_subgroups.csv,single-seed raw evaluation,1674,c67f70e8480dba9a5e31149eb819269bf8dbe4a0987baabf4b420a34cc775c04,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\test_seed_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/val_detection_threshold_sweep.csv,single-seed raw evaluation,5307,50e38baa37e71cf093ce9d1f33ae8a519cf410faaa0aca410634fb0334999d5e,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/C_naive_concat/val_seed_threshold_sweep.csv,single-seed raw evaluation,214093,5a40e826ab22f81504ba11c352b1cb375f971fd34301e3b17743770e3213cf39,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\C_naive_concat\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/selection_before_test.json,single-seed raw evaluation,3580,58be768704dccba37bd51d09eec2be0399af0acc7e399743e73b1a573c9e8fd5,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\selection_before_test.json
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_detection_ap_summary.csv,single-seed raw evaluation,285,dcf045eb39005b88f44883d88a5a17368aee8e529dade11312a61e6bd27c53f5,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_detection_ap_summary.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_detection_image_metrics.csv,single-seed raw evaluation,182761,f53427fa06794b7c466f8ed26bb7bb177694ce1af8060ff14d3ad5dc2cad5c05,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_detection_image_metrics.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_detection_subgroups.csv,single-seed raw evaluation,2223,5d1b860ca5837eecb6d1dd777c0de3b7dfc3aaf0c473f65206472e4c80bb2237,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_detection_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_metrics.json,single-seed raw evaluation,8394,9bf99b7955f56343b2bd831583acdff1b09d4aca38497ae1986af60a0d965a18,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_metrics.json
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_seed_predictions.csv,single-seed raw evaluation,158219,11f4edab9b23f5003b4476fc9853d30a88d7d6dfe545e3ea5d9c21b44c9a6b00,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_seed_predictions.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/test_seed_subgroups.csv,single-seed raw evaluation,1644,8001f7c87cefe69767693b90ccf3e0e19207d7b7b15c13b38c8478c24d47ab7f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\test_seed_subgroups.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/val_detection_threshold_sweep.csv,single-seed raw evaluation,5311,fbdc236db3792c6cdb78be24ecb8188151016f91366bb5056025ed223eebff0b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/D_gated_fusion/val_seed_threshold_sweep.csv,single-seed raw evaluation,213211,a142c1fdea587ec2db7895af6958550c4a62b3a4c7a85be79d27e3521417d139,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\D_gated_fusion\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/single_seed_test_evaluation/ablation_test_metrics.csv,single-seed raw evaluation,2561,720c71a748601b25b73540f08e3de15aab14c425259a740fe4ad639c630b4373,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\ablation_test_metrics.csv
02_mixed_domain_ablation/single_seed_test_evaluation/ablation_test_metrics.json,single-seed raw evaluation,5644,0cae69b8274daff32703221dfa82aa7ac263142090e520eb0866ce456ec53a3f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\ablation_test_metrics.json
02_mixed_domain_ablation/single_seed_test_evaluation/evaluation_complete.json,single-seed raw evaluation,438,aa0e5da028381e2c41ee8deb4f293eee0eb1db2a3e24c6f58479a1a8794de0dc,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\test_evaluation\evaluation_complete.json
02_mixed_domain_ablation/stability_3seeds/all_gated_training_complete.json,stability protocol/status,322,b2c9f2e6fdbd667c320d1cb6001b61e70f8ec92aed641ebb15afcfe6b0dd0b8f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\all_gated_training_complete.json
02_mixed_domain_ablation/stability_3seeds/all_training_complete.json,stability protocol/status,391,2ae5af53cb517aeb24e7e4e8fbebc7165e63839cad61538d7db26f941c924899,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\all_training_complete.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/A_image_only/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\A_image_only\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/A_image_only/history.json,stability training,23338,43f1baee5eb29fdd9af12fa54e164053a6480108afc01388cf79e781aaeaecb2,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\A_image_only\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/A_image_only/run_config.json,stability training,1287,6a11994e3b5b6e592af6089beb200a3b8911605828adb76c1069d6ca59b450b7,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\A_image_only\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/A_image_only/summary.json,stability training,4441,69d1ab007d6565c551007cbc3c8ffbde5b237f2f1c3f7d7c089e1928ffaffc41,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\A_image_only\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/B_attr_only/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\B_attr_only\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/B_attr_only/history.json,stability training,23344,4b3080d6c63525b572d18e4091219ee5ce4d888a095bbf5ba9708d9f5e43c769,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\B_attr_only\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/B_attr_only/run_config.json,stability training,1285,380c7a19b0c41aac0cde25b784feb8db9b1d8a93b98574b5d3c320612d7525a4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\B_attr_only\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/B_attr_only/summary.json,stability training,4433,09d33c91fbe666454157f568810e2f9b36ec34926df4e8e0f64830b5e0ef5e4e,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\B_attr_only\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/C_naive_concat/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\C_naive_concat\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/C_naive_concat/history.json,stability training,23309,491c9985cc73a2c2ad8369750431f14612d045f848408648129e524aed72dcc0,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\C_naive_concat\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/C_naive_concat/run_config.json,stability training,1288,ef1aa11469f559bbdb7d4d9e37373daa3f7b6a124846e253882fa07b6499a160,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\C_naive_concat\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/C_naive_concat/summary.json,stability training,4453,3dcd664ae57971d672d1241aeb4cb05a94c8a144e42c0718e9c4823f9f175c65,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\C_naive_concat\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/D_gated_fusion/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\D_gated_fusion\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/D_gated_fusion/history.json,stability training,23337,d97b6f2e00ee1bdbbe9a67ed691f72bacd9ff7c6db415cd5f85735a07f9dbfd2,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\D_gated_fusion\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/D_gated_fusion/run_config.json,stability training,1288,d7182c397d631311db852831bd0cf795451198a2f422935472f6a96117d6bb01,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\D_gated_fusion\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260726/D_gated_fusion/summary.json,stability training,4451,8d2a321b239455b8fd751587c557dc5613f8c4b224a8d8f4efc9a3fee0ce44c9,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260726\D_gated_fusion\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/A_image_only/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\A_image_only\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/A_image_only/history.json,stability training,23336,f5efd0ebdcffd07078f5cda941648c14d71913cc712c7a1911bdf9a8f12fa106,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\A_image_only\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/A_image_only/run_config.json,stability training,1287,6a11994e3b5b6e592af6089beb200a3b8911605828adb76c1069d6ca59b450b7,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\A_image_only\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/A_image_only/summary.json,stability training,4445,5c9474c5652012f746faa2204bfb3d3a62702a7318caa3be0cafcb02f50aaa4c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\A_image_only\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/B_attr_only/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\B_attr_only\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/B_attr_only/history.json,stability training,23337,666dcf969d1418ad6b4aca7c98a77caa374759f8b2d85b7cf34dca9e8d92d7da,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\B_attr_only\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/B_attr_only/run_config.json,stability training,1285,380c7a19b0c41aac0cde25b784feb8db9b1d8a93b98574b5d3c320612d7525a4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\B_attr_only\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/B_attr_only/summary.json,stability training,4432,1595c1ed8c440babbd9eac721dd8f45449fa6fc855b9dc9a7cd4b328f77f2585,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\B_attr_only\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/C_naive_concat/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\C_naive_concat\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/C_naive_concat/history.json,stability training,23362,69e220aeed7afae172a927d281182712130cdd7055d278ce95ccfcfae87b17bf,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\C_naive_concat\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/C_naive_concat/run_config.json,stability training,1288,ef1aa11469f559bbdb7d4d9e37373daa3f7b6a124846e253882fa07b6499a160,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\C_naive_concat\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/C_naive_concat/summary.json,stability training,4451,a157eeeefbd0e57949023fef25fffda4e23d73e0abec3c451e98769415a31a06,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\C_naive_concat\summary.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/D_gated_fusion/attribute_preprocessing.json,stability training,2651,cd88825f81997e7674d1dd0faab2d09a4d2b118dc21c60346e75ca8eb6c2ecb8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\D_gated_fusion\attribute_preprocessing.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/D_gated_fusion/history.json,stability training,23373,06591ba3b3ea7f3fbdc6015562d1c3a62cf95509bc7ee3585541fab0da95df25,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\D_gated_fusion\history.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/D_gated_fusion/run_config.json,stability training,1288,d7182c397d631311db852831bd0cf795451198a2f422935472f6a96117d6bb01,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\D_gated_fusion\run_config.json
02_mixed_domain_ablation/stability_3seeds/experiments/seed_20260727/D_gated_fusion/summary.json,stability training,4455,6b00977c640338bc51a7406aa0861713b02f8deee5e8f4188027f2b8aa3b57c8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\experiments\seed_20260727\D_gated_fusion\summary.json
02_mixed_domain_ablation/stability_3seeds/gated_hyperparameter_lock.json,stability protocol/status,997,bc51f37cf5111f7fd849344d1b20fc963f69e9c3eff8fac3967bb7acc1389c67,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\gated_hyperparameter_lock.json
02_mixed_domain_ablation/stability_3seeds/gated_postprocess_status.json,stability protocol/status,739,375bed106069b37a3bed7f8d6c265aae4649a0559ca9e8f3da2d102b7557db5f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\gated_postprocess_status.json
02_mixed_domain_ablation/stability_3seeds/gated_training_status.json,stability protocol/status,6400,04b3413bda233f77d88347b06425dc62f65c1a0f52657b27a265a047c39f9027,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\gated_training_status.json
02_mixed_domain_ablation/stability_3seeds/hyperparameter_lock.json,stability protocol/status,1422,a4945515719bbc54c7d78ca7e4233b3f22f2d216d2880def73ce312952a61d61,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\hyperparameter_lock.json
02_mixed_domain_ablation/stability_3seeds/postprocess_status.json,stability protocol/status,904,319a3d59a005397d5f3cd17f35400a6204b8616b01ef19eb5a26ce892054e205,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\postprocess_status.json
02_mixed_domain_ablation/stability_3seeds/seed_20260725_reference.json,stability protocol/status,1889,9c5633a0d99a8af564dc6c04c4b57a8a3deff9c3df0df4bda75cabae96330b95,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\seed_20260725_reference.json
02_mixed_domain_ablation/stability_3seeds/summary/archive_pre_gated_repeats/gated_fusion_single_reference.csv,stability summary,307,d201e258f722dee35ef17947e488988380904338aaaf41bb5093edd9e80daeda,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\archive_pre_gated_repeats\gated_fusion_single_reference.csv
02_mixed_domain_ablation/stability_3seeds/summary/archive_pre_gated_repeats/gated_fusion_single_reference.json,stability summary,383,dca4d0aba57d8106a636d1f00d79f141f64aecd41fd59d8c65c69145e7fcdc59,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\archive_pre_gated_repeats\gated_fusion_single_reference.json
02_mixed_domain_ablation/stability_3seeds/summary/stability_4models_3seeds.xlsx,stability summary,9789,719aec79afa41a0318cc7dc2b5f001ff5f956ddff2afae2525a69edf7b4aca1b,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_4models_3seeds.xlsx
02_mixed_domain_ablation/stability_3seeds/summary/stability_mean_sd.csv,stability summary,2259,fa9e9e1cce120e3a265d9b876edcb2bb1a37580534975b058f45d42d05c69416,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_mean_sd.csv
02_mixed_domain_ablation/stability_3seeds/summary/stability_mean_sd_long.csv,stability summary,2638,e578c1f0550728c4d04e3749bad718f4006f01db1a242f654dfb4874d9d62dd9,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_mean_sd_long.csv
02_mixed_domain_ablation/stability_3seeds/summary/stability_raw_metrics.csv,stability summary,6775,358cdd2d2b605eda56e4724c99ca12c4049f372d7d7ddb1f0f48861e0992f6bc,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_raw_metrics.csv
02_mixed_domain_ablation/stability_3seeds/summary/stability_raw_metrics.json,stability summary,13555,ce6730489246a8d43d3354aedad14d34a1778477e1f0b7ddfc2af04d86e1c4ae,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_raw_metrics.json
02_mixed_domain_ablation/stability_3seeds/summary/stability_results_report.md,stability summary,1095,245337eba3dd9c55bad1eacf37ca2ba05bb006ae41d8f8cab4041fb96ecfcf33,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_results_report.md
02_mixed_domain_ablation/stability_3seeds/summary/stability_summary.json,stability summary,5784,feb473ce86b51629742a5eaf2e1acc7b81c493c5356c82304aaa1a18fc22e321,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\summary\stability_summary.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/all_val_selections_complete.json,stability raw evaluation,287,681602fdaa3ebbb475e8f1016772fdf457381615429da4616caca3375b37692f,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\all_val_selections_complete.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/evaluation_complete.json,stability raw evaluation,303,9512d8673c4c3251174a502750a14876bd805bc898da79628799d4f85d8400c1,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\evaluation_complete.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/evaluation_status.json,stability raw evaluation,271,24440d64e14146e42ccc2f5ab1b82d626c948ac79f4cb8f90ae68cccfc5a61f2,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\evaluation_status.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/selection_before_test.json,stability raw evaluation,3753,cc32ff11558edaa172ffcc0b5399a4744d29652f3674cfdd3abbf1b5bb4cc135,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\selection_before_test.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/test_detection_image_metrics.csv,stability raw evaluation,183006,231f3207feba183226e2287ceadb70dfa64f2892bac30728961e30c87de30014,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\test_detection_image_metrics.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/test_metrics.json,stability raw evaluation,8472,073d9be678ec9bacfbda34dfe23d88a64b9407f65e37af5197193cf5944ea6ee,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\test_metrics.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/test_seed_predictions.csv,stability raw evaluation,149796,042cb788d6333e4883ce8b5b0ffc9c6759f953b72c710e70b4580ae9687523e4,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\test_seed_predictions.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/val_detection_threshold_sweep.csv,stability raw evaluation,5325,5e1212ed125a57e86840bdfd361eaa62ad30df2bebe895fd2bc6e162879e24fc,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/A_image_only/val_seed_threshold_sweep.csv,stability raw evaluation,214193,e4c8fe6be69fd2bf17b3d715e2832f70b12c48120e08a58337176681996742f8,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\A_image_only\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/selection_before_test.json,stability raw evaluation,3748,9945944b9886a98b45cacb25639147a4d7b6530dd8c456986c5cf6fadbdf1ce2,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\selection_before_test.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/test_detection_image_metrics.csv,stability raw evaluation,183279,11dcda38522e038dd1d589b8062132860e0ad652fa073b864e2f4966adfe62ed,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\test_detection_image_metrics.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/test_metrics.json,stability raw evaluation,8464,5fa1e6f209d38e8cbcbdc5dad771b1d196ef5720ca0a4c30db5c9d383315f960,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\test_metrics.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/test_seed_predictions.csv,stability raw evaluation,159766,dc284c95ad06cdb4a79962becd27234c732f8edb57b26ca7121f62739e0cf653,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\test_seed_predictions.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/val_detection_threshold_sweep.csv,stability raw evaluation,5338,2f2176bf5f78557d92f9b283fc55459d75fc41365913168b5044874cdfb72679,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\val_detection_threshold_sweep.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/B_attr_only/val_seed_threshold_sweep.csv,stability raw evaluation,214326,466bf7298bcfbc6f51bbeb0aa6fc25f85660564067f57e106d882fa4042d1a60,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\B_attr_only\val_seed_threshold_sweep.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/C_naive_concat/selection_before_test.json,stability raw evaluation,3767,3afbd45233eceaf71f9987877f13f61589e8df00dc2ce326cf4b7a9776ff8d96,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\C_naive_concat\selection_before_test.json
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/C_naive_concat/test_detection_image_metrics.csv,stability raw evaluation,183276,af830e092bd0a16e398b383a75799d73f4ddc4a70234cfdffadaa607577d065c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\C_naive_concat\test_detection_image_metrics.csv
02_mixed_domain_ablation/stability_3seeds/test_evaluation/seed_20260725/C_naive_concat/test_metrics.json,stability raw evaluation,8497,d0eccbb309be1c6c9e82655de496532e654df6685a746d56884db57784a59d1c,D:\CODE\LipidBench\PeakTruthLab\results\paper_final_reviewed_20260725\stability_3seeds_20260729\test_evaluation\seed_20260725\C_naive_concat\test_metrics.json
